Nitrogen,Phosphorus,Potassium,Temperature,Rainfall,pH,Soil_color,Crop,Fertilizer
120,45,45,30,1100,6.5,Red,Rice,Urea
80,50,50,35,1200,7,Red,Rice,Urea
85,50,50,35,1200,7,Red,Rice,Urea
90,50,50,35,1200,7,Red,Rice,Urea
95,50,50,35,1200,7,Red,Rice,Urea
100,50,50,35,1200,7,Red,Rice,Urea
105,50,50,35,1200,7,Red,Rice,Urea
110,50,50,35,1200,7,Red,Rice,Urea
115,50,50,35,1200,7,Red,Rice,Urea
120,50,50,35,1200,7,Red,Rice,Urea
80,55,55,25,1300,7.5,Red,Rice,Urea
85,55,55,25,1300,7.5,Red,Rice,Urea
90,55,55,25,1300,7.5,Red,Rice,Urea
95,55,55,25,1300,7.5,Red,Rice,Urea
100,55,55,25,1300,7.5,Red,Rice,Urea
105,55,55,25,1300,7.5,Red,Rice,Urea
110,55,55,25,1300,7.5,Red,Rice,Urea
115,55,55,25,1300,7.5,Red,Rice,Urea
120,55,55,25,1300,7.5,Red,Rice,Urea
80,60,60,30,1400,6,Red,Rice,Urea
85,60,60,30,1400,6,Red,Rice,Urea
90,60,60,30,1400,6,Red,Rice,Urea
95,60,60,30,1400,6,Red,Rice,Urea
100,60,60,30,1400,6,Red,Rice,Urea
105,60,60,30,1400,6,Red,Rice,Urea
110,60,60,30,1400,6,Red,Rice,Urea
115,60,60,30,1400,6,Red,Rice,Urea
120,60,60,30,1400,6,Red,Rice,Urea
80,40,45,35,1500,6.5,Red,Rice,50:26:26 NPK
85,40,45,35,1500,6.5,Red,Rice,50:26:26 NPK
90,40,45,35,1500,6.5,Red,Rice,50:26:26 NPK
95,40,45,35,1500,6.5,Red,Rice,50:26:26 NPK
100,40,45,35,1500,6.5,Red,Rice,50:26:26 NPK
105,40,45,35,1500,6.5,Red,Rice,50:26:26 NPK
110,40,45,35,1500,6.5,Red,Rice,50:26:26 NPK
115,40,45,35,1500,6.5,Red,Rice,50:26:26 NPK
120,40,45,35,1500,6.5,Red,Rice,50:26:26 NPK
80,45,50,25,1000,7,Red,Rice,50:26:26 NPK
85,45,50,25,1000,7,Red,Rice,50:26:26 NPK
90,45,50,25,1000,7,Red,Rice,50:26:26 NPK
95,45,50,25,1000,7,Red,Rice,50:26:26 NPK
100,45,50,25,1000,7,Red,Rice,50:26:26 NPK
105,45,50,25,1000,7,Red,Rice,50:26:26 NPK
110,45,50,25,1000,7,Red,Rice,50:26:26 NPK
115,45,50,25,1000,7,Red,Rice,50:26:26 NPK
120,45,50,25,1000,7,Red,Rice,50:26:26 NPK
80,50,55,30,1100,7.5,Red,Rice,50:26:26 NPK
85,50,55,30,1100,7.5,Red,Rice,50:26:26 NPK
90,50,55,30,1100,7.5,Red,Rice,50:26:26 NPK
95,50,55,30,1100,7.5,Red,Rice,50:26:26 NPK
100,50,55,30,1100,7.5,Red,Rice,50:26:26 NPK
105,50,55,30,1100,7.5,Red,Rice,50:26:26 NPK
110,50,55,30,1100,7.5,Red,Rice,50:26:26 NPK
115,50,55,30,1100,7.5,Red,Rice,50:26:26 NPK
120,50,55,30,1100,7.5,Red,Rice,50:26:26 NPK
80,55,60,35,1200,6,Red,Rice,50:26:26 NPK
85,55,60,35,1200,6,Red,Rice,50:26:26 NPK
90,55,60,35,1200,6,Red,Rice,50:26:26 NPK
95,55,60,35,1200,6,Red,Rice,50:26:26 NPK
100,55,60,35,1200,6,Red,Rice,50:26:26 NPK
105,55,60,35,1200,6,Red,Rice,50:26:26 NPK
110,55,60,35,1200,6,Red,Rice,50:26:26 NPK
115,55,60,35,1200,6,Red,Rice,50:26:26 NPK
120,55,60,35,1200,6,Red,Rice,50:26:26 NPK
80,60,40,25,1300,6.5,Red,Rice,50:26:26 NPK
85,60,40,25,1300,6.5,Red,Rice,50:26:26 NPK
90,60,40,25,1300,6.5,Red,Rice,50:26:26 NPK
95,60,40,25,1300,6.5,Red,Rice,50:26:26 NPK
100,60,40,25,1300,6.5,Red,Rice,50:26:26 NPK
105,60,40,25,1300,6.5,Red,Rice,50:26:26 NPK
110,60,40,25,1300,6.5,Red,Rice,50:26:26 NPK
115,60,40,25,1300,6.5,Red,Rice,50:26:26 NPK
120,60,40,25,1300,6.5,Red,Rice,50:26:26 NPK
80,40,50,30,1400,7,Red,Rice,Urea
85,40,50,30,1400,7,Red,Rice,Urea
90,40,50,30,1400,7,Red,Rice,Urea
95,40,50,30,1400,7,Red,Rice,Urea
100,40,50,30,1400,7,Red,Rice,Urea
105,40,50,30,1400,7,Red,Rice,Urea
110,40,50,30,1400,7,Red,Rice,Urea
115,40,50,30,1400,7,Red,Rice,Urea
120,40,50,30,1400,7,Red,Rice,Urea
80,45,55,35,1500,7.5,Red,Rice,Urea
85,45,55,35,1500,7.5,Red,Rice,Urea
90,45,55,35,1500,7.5,Red,Rice,Urea
95,45,55,35,1500,7.5,Red,Rice,Urea
100,45,55,35,1500,7.5,Red,Rice,Urea
105,45,55,35,1500,7.5,Red,Rice,Urea
110,45,55,35,1500,7.5,Red,Rice,Urea
115,45,55,35,1500,7.5,Red,Rice,Urea
120,45,55,35,1500,7.5,Red,Rice,Urea
80,50,60,25,1000,6,Red,Rice,Urea
85,50,60,25,1000,6,Red,Rice,Urea
90,50,60,25,1000,6,Red,Rice,Urea
95,50,60,25,1000,6,Red,Rice,Urea
100,50,60,25,1000,6,Red,Rice,Urea
105,50,60,25,1000,6,Red,Rice,Urea
110,50,60,25,1000,6,Red,Rice,Urea
115,50,60,25,1000,6,Red,Rice,Urea
120,50,60,25,1000,6,Red,Rice,Urea
80,55,40,30,1100,6.5,Red,Rice,Urea
85,55,40,30,1100,6.5,Red,Rice,Urea
90,55,40,30,1100,6.5,Red,Rice,Urea
95,55,40,30,1100,6.5,Red,Rice,Urea
100,55,40,30,1100,6.5,Red,Rice,Urea
105,55,40,30,1100,6.5,Red,Rice,Urea
110,55,40,30,1100,6.5,Red,Rice,Urea
115,55,40,30,1100,6.5,Red,Rice,Urea
120,55,40,30,1100,6.5,Red,Rice,Urea
80,60,45,35,1200,7,Red,Rice,Urea
85,60,45,35,1200,7,Red,Rice,Urea
90,60,45,35,1200,7,Red,Rice,Urea
95,60,45,35,1200,7,Red,Rice,Urea
100,60,45,35,1200,7,Red,Rice,Urea
105,60,45,35,1200,7,Red,Rice,Urea
110,60,45,35,1200,7,Red,Rice,Urea
115,60,45,35,1200,7,Red,Rice,Urea
120,60,45,35,1200,7,Red,Rice,Urea
80,40,55,25,1300,7.5,Red,Rice,50:26:26 NPK
85,40,55,25,1300,7.5,Red,Rice,50:26:26 NPK
90,40,55,25,1300,7.5,Red,Rice,50:26:26 NPK
95,40,55,25,1300,7.5,Red,Rice,50:26:26 NPK
100,40,55,25,1300,7.5,Red,Rice,50:26:26 NPK
105,40,55,25,1300,7.5,Red,Rice,50:26:26 NPK
110,40,55,25,1300,7.5,Red,Rice,50:26:26 NPK
115,40,55,25,1300,7.5,Red,Rice,50:26:26 NPK
120,40,55,25,1300,7.5,Red,Rice,50:26:26 NPK
80,45,60,30,1400,6,Red,Rice,50:26:26 NPK
85,45,60,30,1400,6,Red,Rice,50:26:26 NPK
90,45,60,30,1400,6,Red,Rice,50:26:26 NPK
95,45,60,30,1400,6,Red,Rice,50:26:26 NPK
100,45,60,30,1400,6,Red,Rice,50:26:26 NPK
105,45,60,30,1400,6,Red,Rice,50:26:26 NPK
110,45,60,30,1400,6,Red,Rice,50:26:26 NPK
115,45,60,30,1400,6,Red,Rice,50:26:26 NPK
120,45,60,30,1400,6,Red,Rice,50:26:26 NPK
80,50,40,35,1500,6.5,Red,Rice,50:26:26 NPK
85,50,40,35,1500,6.5,Red,Rice,50:26:26 NPK
90,50,40,35,1500,6.5,Red,Rice,50:26:26 NPK
95,50,40,35,1500,6.5,Red,Rice,50:26:26 NPK
100,50,40,35,1500,6.5,Red,Rice,50:26:26 NPK
105,50,40,35,1500,6.5,Red,Rice,50:26:26 NPK
110,50,40,35,1500,6.5,Red,Rice,50:26:26 NPK
115,50,40,35,1500,6.5,Red,Rice,50:26:26 NPK
120,50,40,35,1500,6.5,Red,Rice,50:26:26 NPK
80,55,45,25,1000,7,Red,Rice,50:26:26 NPK
85,55,45,25,1000,7,Red,Rice,50:26:26 NPK
90,55,45,25,1000,7,Red,Rice,50:26:26 NPK
95,55,45,25,1000,7,Red,Rice,50:26:26 NPK
100,55,45,25,1000,7,Red,Rice,50:26:26 NPK
105,55,45,25,1000,7,Red,Rice,50:26:26 NPK
110,55,45,25,1000,7,Red,Rice,50:26:26 NPK
115,55,45,25,1000,7,Red,Rice,50:26:26 NPK
120,55,45,25,1000,7,Red,Rice,50:26:26 NPK
80,60,50,30,1100,7.5,Red,Rice,50:26:26 NPK
85,60,50,30,1100,7.5,Red,Rice,50:26:26 NPK
90,60,50,30,1100,7.5,Red,Rice,50:26:26 NPK
95,60,50,30,1100,7.5,Red,Rice,50:26:26 NPK
100,60,50,30,1100,7.5,Red,Rice,50:26:26 NPK
105,60,50,30,1100,7.5,Red,Rice,50:26:26 NPK
110,60,50,30,1100,7.5,Red,Rice,50:26:26 NPK
115,60,50,30,1100,7.5,Red,Rice,50:26:26 NPK
120,60,50,30,1100,7.5,Red,Rice,50:26:26 NPK
80,40,60,35,1200,6,Red,Rice,Urea
85,40,60,35,1200,6,Red,Rice,Urea
90,40,60,35,1200,6,Red,Rice,Urea
95,40,60,35,1200,6,Red,Rice,Urea
100,40,60,35,1200,6,Red,Rice,Urea
105,40,60,35,1200,6,Red,Rice,Urea
110,40,60,35,1200,6,Red,Rice,Urea
115,40,60,35,1200,6,Red,Rice,Urea
120,40,60,35,1200,6,Red,Rice,Urea
80,45,40,25,1300,6.5,Red,Rice,Urea
85,45,40,25,1300,6.5,Red,Rice,Urea
90,45,40,25,1300,6.5,Red,Rice,Urea
95,45,40,25,1300,6.5,Red,Rice,Urea
100,45,40,25,1300,6.5,Red,Rice,Urea
105,45,40,25,1300,6.5,Red,Rice,Urea
110,45,40,25,1300,6.5,Red,Rice,Urea
115,45,40,25,1300,6.5,Red,Rice,Urea
120,45,40,25,1300,6.5,Red,Rice,Urea
80,50,45,30,1400,7,Red,Rice,Urea
85,50,45,30,1400,7,Red,Rice,Urea
90,50,45,30,1400,7,Red,Rice,Urea
95,50,45,30,1400,7,Red,Rice,Urea
100,50,45,30,1400,7,Red,Rice,Urea
105,50,45,30,1400,7,Red,Rice,Urea
110,50,45,30,1400,7,Red,Rice,Urea
115,50,45,30,1400,7,Red,Rice,Urea
120,50,45,30,1400,7,Red,Rice,Urea
80,55,50,35,1500,7.5,Red,Rice,Urea
85,55,50,35,1500,7.5,Red,Rice,Urea
90,55,50,35,1500,7.5,Red,Rice,Urea
95,55,50,35,1500,7.5,Red,Rice,Urea
100,55,50,35,1500,7.5,Red,Rice,Urea
105,55,50,35,1500,7.5,Red,Rice,Urea
110,55,50,35,1500,7.5,Red,Rice,Urea
115,55,50,35,1500,7.5,Red,Rice,Urea
120,55,50,35,1500,7.5,Red,Rice,Urea
80,60,55,20,1000,6,Red,Rice,Urea
85,60,55,20,1000,6,Red,Rice,Urea
90,60,55,20,1000,6,Red,Rice,Urea
95,60,55,20,1000,6,Red,Rice,Urea
100,60,55,20,1000,6,Red,Rice,Urea
105,60,55,20,1000,6,Red,Rice,Urea
110,60,55,20,1000,6,Red,Rice,Urea
115,60,55,20,1000,6,Red,Rice,Urea
120,60,55,20,1000,6,Red,Rice,Urea
40,20,20,25,400,6,Black,Jowar,10:26:26 NPK
45,20,20,25,400,6,Black,Jowar,10:26:26 NPK
50,20,20,25,400,6,Black,Jowar,10:26:26 NPK
55,20,20,25,400,6,Black,Jowar,10:26:26 NPK
60,20,20,25,400,6,Black,Jowar,10:26:26 NPK
40,25,25,30,500,6.5,Black,Jowar,10:26:26 NPK
45,25,25,30,500,6.5,Black,Jowar,10:26:26 NPK
50,25,25,30,500,6.5,Black,Jowar,10:26:26 NPK
55,25,25,30,500,6.5,Black,Jowar,10:26:26 NPK
60,25,25,30,500,6.5,Black,Jowar,10:26:26 NPK
40,30,30,35,600,7,Black,Jowar,10:26:26 NPK
45,30,30,35,600,7,Black,Jowar,10:26:26 NPK
50,30,30,35,600,7,Black,Jowar,10:26:26 NPK
55,30,30,35,600,7,Black,Jowar,10:26:26 NPK
60,30,30,35,600,7,Black,Jowar,10:26:26 NPK
40,35,35,25,400,7.5,Black,Jowar,10:26:26 NPK
45,35,35,25,400,7.5,Black,Jowar,10:26:26 NPK
50,35,35,25,400,7.5,Black,Jowar,10:26:26 NPK
55,35,35,25,400,7.5,Black,Jowar,10:26:26 NPK
60,35,35,25,400,7.5,Black,Jowar,10:26:26 NPK
40,40,40,30,500,6,Black,Jowar,10:26:26 NPK
45,40,40,30,500,6,Black,Jowar,10:26:26 NPK
50,40,40,30,500,6,Black,Jowar,10:26:26 NPK
55,40,40,30,500,6,Black,Jowar,10:26:26 NPK
60,40,40,30,500,6,Black,Jowar,10:26:26 NPK
40,20,25,35,600,6.5,Black,Jowar,Urea
45,20,25,35,600,6.5,Black,Jowar,Urea
50,20,25,35,600,6.5,Black,Jowar,Urea
55,20,25,35,600,6.5,Black,Jowar,Urea
60,20,25,35,600,6.5,Black,Jowar,Urea
40,25,30,25,400,7,Black,Jowar,Urea
45,25,30,25,400,7,Black,Jowar,Urea
50,25,30,25,400,7,Black,Jowar,Urea
55,25,30,25,400,7,Black,Jowar,Urea
60,25,30,25,400,7,Black,Jowar,Urea
40,30,35,30,500,7.5,Black,Jowar,Urea
45,30,35,30,500,7.5,Black,Jowar,Urea
50,30,35,30,500,7.5,Black,Jowar,Urea
55,30,35,30,500,7.5,Black,Jowar,Urea
60,30,35,30,500,7.5,Black,Jowar,Urea
40,35,40,35,600,6,Black,Jowar,Urea
45,35,40,35,600,6,Black,Jowar,Urea
50,35,40,35,600,6,Black,Jowar,Urea
55,35,40,35,600,6,Black,Jowar,Urea
60,35,40,35,600,6,Black,Jowar,Urea
40,40,20,25,400,6.5,Black,Jowar,Urea
45,40,20,25,400,6.5,Black,Jowar,Urea
50,40,20,25,400,6.5,Black,Jowar,Urea
55,40,20,25,400,6.5,Black,Jowar,Urea
60,40,20,25,400,6.5,Black,Jowar,Urea
40,20,30,30,500,7,Black,Jowar,SSP
45,20,30,30,500,7,Black,Jowar,SSP
50,20,30,30,500,7,Black,Jowar,SSP
55,20,30,30,500,7,Black,Jowar,SSP
60,20,30,30,500,7,Black,Jowar,SSP
40,25,35,35,600,7.5,Black,Jowar,SSP
45,25,35,35,600,7.5,Black,Jowar,SSP
50,25,35,35,600,7.5,Black,Jowar,SSP
55,25,35,35,600,7.5,Black,Jowar,SSP
60,25,35,35,600,7.5,Black,Jowar,SSP
40,30,40,25,400,6,Black,Jowar,SSP
45,30,40,25,400,6,Black,Jowar,SSP
50,30,40,25,400,6,Black,Jowar,SSP
55,30,40,25,400,6,Black,Jowar,SSP
60,30,40,25,400,6,Black,Jowar,SSP
40,35,20,30,500,6.5,Black,Jowar,SSP
45,35,20,30,500,6.5,Black,Jowar,SSP
50,35,20,30,500,6.5,Black,Jowar,SSP
55,35,20,30,500,6.5,Black,Jowar,SSP
60,35,20,30,500,6.5,Black,Jowar,SSP
40,40,25,35,600,7,Black,Jowar,SSP
45,40,25,35,600,7,Black,Jowar,SSP
50,40,25,35,600,7,Black,Jowar,SSP
55,40,25,35,600,7,Black,Jowar,SSP
60,40,25,35,600,7,Black,Jowar,SSP
40,20,35,25,400,7.5,Black,Jowar,10:26:26 NPK
45,20,35,25,400,7.5,Black,Jowar,10:26:26 NPK
50,20,35,25,400,7.5,Black,Jowar,10:26:26 NPK
55,20,35,25,400,7.5,Black,Jowar,10:26:26 NPK
60,20,35,25,400,7.5,Black,Jowar,10:26:26 NPK
40,25,40,30,500,6,Black,Jowar,10:26:26 NPK
45,25,40,30,500,6,Black,Jowar,10:26:26 NPK
50,25,40,30,500,6,Black,Jowar,10:26:26 NPK
55,25,40,30,500,6,Black,Jowar,10:26:26 NPK
60,25,40,30,500,6,Black,Jowar,10:26:26 NPK
40,30,20,35,600,6.5,Black,Jowar,10:26:26 NPK
45,30,20,35,600,6.5,Black,Jowar,10:26:26 NPK
50,30,20,35,600,6.5,Black,Jowar,10:26:26 NPK
55,30,20,35,600,6.5,Black,Jowar,10:26:26 NPK
60,30,20,35,600,6.5,Black,Jowar,10:26:26 NPK
40,35,25,25,400,7,Black,Jowar,10:26:26 NPK
45,35,25,25,400,7,Black,Jowar,10:26:26 NPK
50,35,25,25,400,7,Black,Jowar,10:26:26 NPK
55,35,25,25,400,7,Black,Jowar,10:26:26 NPK
60,35,25,25,400,7,Black,Jowar,10:26:26 NPK
40,40,30,30,500,7.5,Black,Jowar,10:26:26 NPK
45,40,30,30,500,7.5,Black,Jowar,10:26:26 NPK
50,40,30,30,500,7.5,Black,Jowar,10:26:26 NPK
55,40,30,30,500,7.5,Black,Jowar,10:26:26 NPK
60,40,30,30,500,7.5,Black,Jowar,10:26:26 NPK
40,20,40,35,600,6,Black,Jowar,Urea
45,20,40,35,600,6,Black,Jowar,Urea
50,20,40,35,600,6,Black,Jowar,Urea
55,20,40,35,600,6,Black,Jowar,Urea
60,20,40,35,600,6,Black,Jowar,Urea
40,25,20,25,400,6.5,Black,Jowar,Urea
45,25,20,25,400,6.5,Black,Jowar,Urea
50,25,20,25,400,6.5,Black,Jowar,Urea
55,25,20,25,400,6.5,Black,Jowar,Urea
60,25,20,25,400,6.5,Black,Jowar,Urea
40,30,25,30,500,7,Black,Jowar,Urea
45,30,25,30,500,7,Black,Jowar,Urea
50,30,25,30,500,7,Black,Jowar,Urea
55,30,25,30,500,7,Black,Jowar,Urea
60,30,25,30,500,7,Black,Jowar,Urea
40,35,30,35,600,7.5,Black,Jowar,Urea
45,35,30,35,600,7.5,Black,Jowar,Urea
50,35,30,35,600,7.5,Black,Jowar,Urea
55,35,30,35,600,7.5,Black,Jowar,Urea
60,35,30,35,600,7.5,Black,Jowar,Urea
40,40,35,25,400,6,Black,Jowar,Urea
45,40,35,25,400,6,Black,Jowar,Urea
50,40,35,25,400,6,Black,Jowar,Urea
55,40,35,25,400,6,Black,Jowar,Urea
60,40,35,25,400,6,Black,Jowar,Urea
120,60,120,20,900,6,Black,Sugarcane,Urea
125,60,120,20,900,6,Black,Sugarcane,Urea
130,60,120,20,900,6,Black,Sugarcane,Urea
135,60,120,20,900,6,Black,Sugarcane,Urea
140,60,120,20,900,6,Black,Sugarcane,Urea
145,60,120,20,900,6,Black,Sugarcane,Urea
150,60,120,20,900,6,Black,Sugarcane,Urea
120,65,125,25,1000,6.5,Black,Sugarcane,Urea
125,65,125,25,1000,6.5,Black,Sugarcane,Urea
130,65,125,25,1000,6.5,Black,Sugarcane,Urea
135,65,125,25,1000,6.5,Black,Sugarcane,Urea
140,65,125,25,1000,6.5,Black,Sugarcane,Urea
145,65,125,25,1000,6.5,Black,Sugarcane,Urea
150,65,125,25,1000,6.5,Black,Sugarcane,Urea
120,70,130,30,900,7,Black,Sugarcane,Urea
125,70,130,30,900,7,Black,Sugarcane,Urea
130,70,130,30,900,7,Black,Sugarcane,Urea
135,70,130,30,900,7,Black,Sugarcane,Urea
140,70,130,30,900,7,Black,Sugarcane,Urea
145,70,130,30,900,7,Black,Sugarcane,Urea
150,70,130,30,900,7,Black,Sugarcane,Urea
120,75,135,35,1000,6,Black,Sugarcane,Urea
125,75,135,35,1000,6,Black,Sugarcane,Urea
130,75,135,35,1000,6,Black,Sugarcane,Urea
135,75,135,35,1000,6,Black,Sugarcane,Urea
140,75,135,35,1000,6,Black,Sugarcane,Urea
145,75,135,35,1000,6,Black,Sugarcane,Urea
150,75,135,35,1000,6,Black,Sugarcane,Urea
120,80,140,20,900,6.5,Black,Sugarcane,Urea
125,80,140,20,900,6.5,Black,Sugarcane,Urea
130,80,140,20,900,6.5,Black,Sugarcane,Urea
135,80,140,20,900,6.5,Black,Sugarcane,Urea
140,80,140,20,900,6.5,Black,Sugarcane,Urea
145,80,140,20,900,6.5,Black,Sugarcane,Urea
150,80,140,20,900,6.5,Black,Sugarcane,Urea
120,85,145,25,1000,7,Black,Sugarcane,Urea
125,85,145,25,1000,7,Black,Sugarcane,Urea
130,85,145,25,1000,7,Black,Sugarcane,Urea
135,85,145,25,1000,7,Black,Sugarcane,Urea
140,85,145,25,1000,7,Black,Sugarcane,Urea
145,85,145,25,1000,7,Black,Sugarcane,Urea
150,85,145,25,1000,7,Black,Sugarcane,Urea
120,90,150,30,900,6,Black,Sugarcane,Urea
125,90,150,30,900,6,Black,Sugarcane,Urea
130,90,150,30,900,6,Black,Sugarcane,Urea
135,90,150,30,900,6,Black,Sugarcane,Urea
140,90,150,30,900,6,Black,Sugarcane,Urea
145,90,150,30,900,6,Black,Sugarcane,Urea
150,90,150,30,900,6,Black,Sugarcane,Urea
120,60,125,35,1000,6.5,Black,Sugarcane,DAP
125,60,125,35,1000,6.5,Black,Sugarcane,DAP
130,60,125,35,1000,6.5,Black,Sugarcane,DAP
135,60,125,35,1000,6.5,Black,Sugarcane,DAP
140,60,125,35,1000,6.5,Black,Sugarcane,DAP
145,60,125,35,1000,6.5,Black,Sugarcane,DAP
150,60,125,35,1000,6.5,Black,Sugarcane,DAP
120,65,130,20,900,7,Black,Sugarcane,DAP
125,65,130,20,900,7,Black,Sugarcane,DAP
130,65,130,20,900,7,Black,Sugarcane,DAP
135,65,130,20,900,7,Black,Sugarcane,DAP
140,65,130,20,900,7,Black,Sugarcane,DAP
145,65,130,20,900,7,Black,Sugarcane,DAP
150,65,130,20,900,7,Black,Sugarcane,DAP
120,70,135,25,1000,6,Black,Sugarcane,DAP
125,70,135,25,1000,6,Black,Sugarcane,DAP
130,70,135,25,1000,6,Black,Sugarcane,DAP
135,70,135,25,1000,6,Black,Sugarcane,DAP
140,70,135,25,1000,6,Black,Sugarcane,DAP
145,70,135,25,1000,6,Black,Sugarcane,DAP
150,70,135,25,1000,6,Black,Sugarcane,DAP
120,75,140,30,900,6.5,Black,Sugarcane,DAP
125,75,140,30,900,6.5,Black,Sugarcane,DAP
130,75,140,30,900,6.5,Black,Sugarcane,DAP
135,75,140,30,900,6.5,Black,Sugarcane,DAP
140,75,140,30,900,6.5,Black,Sugarcane,DAP
145,75,140,30,900,6.5,Black,Sugarcane,DAP
150,75,140,30,900,6.5,Black,Sugarcane,DAP
120,80,145,35,1000,7,Black,Sugarcane,DAP
125,80,145,35,1000,7,Black,Sugarcane,DAP
130,80,145,35,1000,7,Black,Sugarcane,DAP
135,80,145,35,1000,7,Black,Sugarcane,DAP
140,80,145,35,1000,7,Black,Sugarcane,DAP
145,80,145,35,1000,7,Black,Sugarcane,DAP
150,80,145,35,1000,7,Black,Sugarcane,DAP
120,85,150,20,900,6,Black,Sugarcane,DAP
125,85,150,20,900,6,Black,Sugarcane,DAP
130,85,150,20,900,6,Black,Sugarcane,DAP
135,85,150,20,900,6,Black,Sugarcane,DAP
140,85,150,20,900,6,Black,Sugarcane,DAP
145,85,150,20,900,6,Black,Sugarcane,DAP
150,85,150,20,900,6,Black,Sugarcane,DAP
120,90,120,25,1000,6.5,Black,Sugarcane,DAP
125,90,120,25,1000,6.5,Black,Sugarcane,DAP
130,90,120,25,1000,6.5,Black,Sugarcane,DAP
135,90,120,25,1000,6.5,Black,Sugarcane,DAP
140,90,120,25,1000,6.5,Black,Sugarcane,DAP
145,90,120,25,1000,6.5,Black,Sugarcane,DAP
150,90,120,25,1000,6.5,Black,Sugarcane,DAP
120,60,130,30,900,7,Black,Sugarcane,MOP
125,60,130,30,900,7,Black,Sugarcane,MOP
130,60,130,30,900,7,Black,Sugarcane,MOP
135,60,130,30,900,7,Black,Sugarcane,MOP
140,60,130,30,900,7,Black,Sugarcane,MOP
145,60,130,30,900,7,Black,Sugarcane,MOP
150,60,130,30,900,7,Black,Sugarcane,MOP
120,65,135,35,1000,6,Black,Sugarcane,MOP
125,65,135,35,1000,6,Black,Sugarcane,MOP
130,65,135,35,1000,6,Black,Sugarcane,MOP
135,65,135,35,1000,6,Black,Sugarcane,MOP
140,65,135,35,1000,6,Black,Sugarcane,MOP
145,65,135,35,1000,6,Black,Sugarcane,MOP
150,65,135,35,1000,6,Black,Sugarcane,MOP
120,70,140,20,900,6.5,Black,Sugarcane,MOP
125,70,140,20,900,6.5,Black,Sugarcane,MOP
130,70,140,20,900,6.5,Black,Sugarcane,MOP
135,70,140,20,900,6.5,Black,Sugarcane,MOP
140,70,140,20,900,6.5,Black,Sugarcane,MOP
145,70,140,20,900,6.5,Black,Sugarcane,MOP
150,70,140,20,900,6.5,Black,Sugarcane,MOP
120,75,145,25,1000,7,Black,Sugarcane,MOP
125,75,145,25,1000,7,Black,Sugarcane,MOP
130,75,145,25,1000,7,Black,Sugarcane,MOP
135,75,145,25,1000,7,Black,Sugarcane,MOP
140,75,145,25,1000,7,Black,Sugarcane,MOP
145,75,145,25,1000,7,Black,Sugarcane,MOP
150,75,145,25,1000,7,Black,Sugarcane,MOP
120,80,150,30,900,6,Black,Sugarcane,MOP
125,80,150,30,900,6,Black,Sugarcane,MOP
130,80,150,30,900,6,Black,Sugarcane,MOP
135,80,150,30,900,6,Black,Sugarcane,MOP
140,80,150,30,900,6,Black,Sugarcane,MOP
145,80,150,30,900,6,Black,Sugarcane,MOP
150,80,150,30,900,6,Black,Sugarcane,MOP
120,85,120,35,1000,6.5,Black,Sugarcane,MOP
125,85,120,35,1000,6.5,Black,Sugarcane,MOP
130,85,120,35,1000,6.5,Black,Sugarcane,MOP
135,85,120,35,1000,6.5,Black,Sugarcane,MOP
140,85,120,35,1000,6.5,Black,Sugarcane,MOP
145,85,120,35,1000,6.5,Black,Sugarcane,MOP
150,85,120,35,1000,6.5,Black,Sugarcane,MOP
120,90,125,20,900,7,Black,Sugarcane,MOP
125,90,125,20,900,7,Black,Sugarcane,MOP
130,90,125,20,900,7,Black,Sugarcane,MOP
135,90,125,20,900,7,Black,Sugarcane,MOP
140,90,125,20,900,7,Black,Sugarcane,MOP
145,90,125,20,900,7,Black,Sugarcane,MOP
150,90,125,20,900,7,Black,Sugarcane,MOP
120,60,135,25,1000,6,Black,Sugarcane,Urea
125,60,135,25,1000,6,Black,Sugarcane,Urea
130,60,135,25,1000,6,Black,Sugarcane,Urea
135,60,135,25,1000,6,Black,Sugarcane,Urea
140,60,135,25,1000,6,Black,Sugarcane,Urea
145,60,135,25,1000,6,Black,Sugarcane,Urea
150,60,135,25,1000,6,Black,Sugarcane,Urea
120,65,140,30,900,6.5,Black,Sugarcane,Urea
125,65,140,30,900,6.5,Black,Sugarcane,Urea
130,65,140,30,900,6.5,Black,Sugarcane,Urea
135,65,140,30,900,6.5,Black,Sugarcane,Urea
140,65,140,30,900,6.5,Black,Sugarcane,Urea
145,65,140,30,900,6.5,Black,Sugarcane,Urea
150,65,140,30,900,6.5,Black,Sugarcane,Urea
120,70,145,35,1000,7,Black,Sugarcane,Urea
125,70,145,35,1000,7,Black,Sugarcane,Urea
130,70,145,35,1000,7,Black,Sugarcane,Urea
135,70,145,35,1000,7,Black,Sugarcane,Urea
140,70,145,35,1000,7,Black,Sugarcane,Urea
145,70,145,35,1000,7,Black,Sugarcane,Urea
150,70,145,35,1000,7,Black,Sugarcane,Urea
120,75,150,20,900,6,Black,Sugarcane,Urea
125,75,150,20,900,6,Black,Sugarcane,Urea
130,75,150,20,900,6,Black,Sugarcane,Urea
135,75,150,20,900,6,Black,Sugarcane,Urea
140,75,150,20,900,6,Black,Sugarcane,Urea
145,75,150,20,900,6,Black,Sugarcane,Urea
150,75,150,20,900,6,Black,Sugarcane,Urea
120,80,120,25,1000,6.5,Black,Sugarcane,Urea
